,id,name,transcription-direction,product,region,synonym,regulation,component
1077,ECOLI:EG11093,yaiA,+,Protein,"(406979, 407170)",,,TU0-42568; TU0-14546; TU00011
1078,ECOLI:EG11094,sbcD,-,Protein,"(415750, 416952)",yajA,REG0-14642; Transcription-Factor-Binding,TU0-12917
1079,ECOLI:EG11095,acpH,-,Protein,"(424337, 424918)",yajB,,TU0-8764
1080,ECOLI:EG11096,yajC,+,Protein,"(427287, 427619)",,,TU870; TU869
1081,ECOLI:EG11097,yajD,+,Protein,"(430605, 430952)",,,TU0-12919
1082,ECOLI:EG11098,xseB,-,Protein,"(441101, 441343)",yajE,,TU00373
1083,ECOLI:EG11099,ybaA,+,Protein,"(476672, 477025)",,,TU0-12939
1084,ECOLI:EG11100,ybaB,+,Protein,"(494076, 494405)",,,TU0-3422
1085,ECOLI:EG11101,aes,-,Protein,"(499014, 499973)",ybaC,,TU0-5421
1086,ECOLI:EG11102,gsk,+,Protein,"(500125, 501429)",,,TU0-8806
1087,ECOLI:EG11103,fimZ,-,Protein,"(563848, 564480)",ybcA,,TU0-8799
1088,ECOLI:EG11104,entS,+,Protein,"(622300, 623550)",ybdA,,TU0-6043; TU0-6042
1089,ECOLI:EG11105,entH,+,Protein,"(629300, 629713)",ybdB,,TU0-14617; TU00166
1090,ECOLI:EG11108,ybgA,+,Protein,"(739001, 739510)",tkp,REG0-15591; Transcription-Factor-Binding,TU0-14679; TU362
1091,ECOLI:EG11109,mngR,-,Protein,"(765153, 765875)",ybgB; farR,,TU00408
1092,ECOLI:EG11110,ybgC,+,Protein,"(774752, 775156)",,REG0-14705; Transcription-Factor-Binding,TU00367
1093,ECOLI:EG11111,cspD,-,Protein,"(922366, 922590)",ybjA; cspH,,TU0-6486
1094,ECOLI:EG11112,aat,-,Protein,"(926728, 927432)",ycaA,,TU0-13077
1095,ECOLI:EG11113,yccA,-,Protein,"(1030759, 1031418)",,,TU0-13105
1096,ECOLI:EG11116,trhO,+,Protein,"(1116807, 1117859)",yceA,REG0-15600; Transcription-Factor-Binding,TU0-921
1097,ECOLI:EG11117,yceB,-,Protein,"(1122713, 1123273)",,REG0-15601; Transcription-Factor-Binding,TU0-13129
1098,ECOLI:EG11118,rluC,+,Protein,"(1144940, 1145899)",yceC,,TU0-13134
1099,ECOLI:EG11119,yceD,+,Protein,"(1146794, 1147315)",,,TU602; TU601
1100,ECOLI:EG11120,tfaE,-,Protein,"(1208517, 1209119)",ycfA,,TU0-13152
1101,ECOLI:EG11121,yciA,-,Protein,"(1311848, 1312246)",,,TU0-13189
1102,ECOLI:EG11122,yciB,-,Protein,"(1312351, 1312890)",,,TU0-13190
1103,ECOLI:EG11123,yciC,-,Protein,"(1312920, 1313663)",,,TU0-13190
1104,ECOLI:EG11124,ompW,+,Protein,"(1314020, 1314658)",yciD,,TU0-8813
1105,ECOLI:EG11125,yciE,-,Protein,"(1314718, 1315224)",,,TU0-36411; TU0-13193
1106,ECOLI:EG11126,yciF,-,Protein,"(1315270, 1315770)",,,TU0-13193
1107,ECOLI:EG11127,yciG,-,Protein,"(1315856, 1316035)",,,TU0-36408; TU0-13193
1108,ECOLI:EG11128,yciH,+,Protein,"(1342658, 1342984)",,,TU0-45262; TU0-14472; TU0-6407
1109,ECOLI:EG11129,rem,-,Protein,"(1644651, 1644902)",,,TU0-13323
1110,ECOLI:EG11130,hokD,-,Protein,"(1645119, 1645274)",relF,,TU0-14381; TU0-13324
1111,ECOLI:EG11131,relE,-,Protein,"(1645346, 1645633)",,,TU0-14381; TU0-13325
1112,ECOLI:EG11132,ppsR,+,Protein,"(1787445, 1788278)",ydiA,REG0-15842; Transcription-Factor-Binding,TU0-13375
1113,ECOLI:EG11133,nlpC,-,Protein,"(1792267, 1792731)",,,TU0-13378
1114,ECOLI:EG11134,ydjA,-,Protein,"(1848125, 1848676)",,,TU00356
1115,ECOLI:EG11135,pncA,+,Protein,"(1851887, 1852528)",nam; ydjB,,TU00238
1116,ECOLI:EG11136,yebB,+,Protein,"(1946251, 1946853)",,,TU0-8245; TU0-8244
1117,ECOLI:EG11137,yebC,-,Protein,"(1947411, 1948151)",,,TU0-8243; TU0-8241
1118,ECOLI:EG11138,nudB,-,Protein,"(1948180, 1948632)",yebD; ntpA,,TU0-8243
1119,ECOLI:EG11139,yecA,-,Protein,"(1990954, 1991619)",,,TU0-13450
1120,ECOLI:EG11140,uvrY,-,Protein,"(1994703, 1995359)",yecB,REG0-14675; Transcription-Factor-Binding; REG0-11995; Protein-Mediated-Translation-Regulation,TU0-6686
1121,ECOLI:EG11141,yedA,+,Protein,"(2029539, 2030459)",,,TU0-8718
1122,ECOLI:EG11142,yfaA,-,Protein,"(2334956, 2336644)",pufY,,TU0-13563
1123,ECOLI:EG11143,ubiG,+,Protein,"(2339567, 2340289)",pufX; yfaB,,TU00126
1124,ECOLI:EG11144,yfcA,-,Protein,"(2444751, 2445560)",,,TU0-13593
1125,ECOLI:EG11145,pdeA,-,Protein,"(2515643, 2517832)",yfeA,,TU0-13618
1126,ECOLI:EG11146,xapR,-,Protein,"(2521593, 2522477)",pRndR; pndR; yfeB,REG0-14686; Transcription-Factor-Binding,TU792; TU791
1127,ECOLI:EG11147,yffB,+,Protein,"(2591247, 2591603)",,REG0-13699; Transcription-Factor-Binding,TU0-13642
1128,ECOLI:EG11149,gcvR,+,Protein,"(2599906, 2600478)",yffD,,TU0-42559; TU0-6503
1129,ECOLI:EG11150,hyfA,+,Protein,"(2601201, 2601818)",yffE,,TU686
1130,ECOLI:EG11151,raiA,+,Protein,"(2737154, 2737495)",urf1; yfiA; pY,REG0-15873; Transcription-Factor-Binding,TU0-13677
1131,ECOLI:EG11152,yfiB,+,Protein,"(2743625, 2744107)",,REG0-15620; Transcription-Factor-Binding,TU0-13679
1132,ECOLI:EG11153,rimM,-,Protein,"(2745370, 2745918)",yfjA,,TU00351
1133,ECOLI:EG11154,ppdC,-,Protein,"(2962441, 2962764)",ygdA,REG0-14621; Transcription-Factor-Binding,TU0-13745
1134,ECOLI:EG11155,ygdB,-,Protein,"(2962749, 2963156)",,REG0-14760; Transcription-Factor-Binding,TU0-13745
1135,ECOLI:EG11156,ppdB,-,Protein,"(2963153, 2963716)",ygdC,,TU0-13745
1136,ECOLI:EG11157,ygeA,-,Protein,"(2979943, 2980635)",,,TU0-42571; TU0-13754
1137,ECOLI:EG11158,fau,+,Protein,"(3056241, 3056789)",ygfA,,TU0-45173; TU0-14689; TU0-13794
1138,ECOLI:EG11159,argO,-,Protein,"(3068173, 3068808)",yggA,REG0-16071; Transcription-Factor-Binding; REG0-14437; Transcription-Factor-Binding,TU0-13799
1139,ECOLI:EG11160,mscS,-,Protein,"(3068947, 3069807)",yggB,REG0-15513; Transcription-Factor-Binding,TU0-13800
1140,ECOLI:EG11161,yggC,-,Protein,"(3073976, 3074689)",,,TU0-14493; TU0-13801
1141,ECOLI:EG11162,fumE,-,Protein,"(3074686, 3075195)",yggD,,TU0-14493; TU0-13801
1142,ECOLI:EG11164,ygiB,+,Protein,"(3179744, 3180415)",,,TU0-14704; TU0-14702; TU0-14701; TU0-13838
1143,ECOLI:EG11165,ygiC,+,Protein,"(3180421, 3181581)",,,TU0-14704; TU0-14702; TU0-14701; TU0-13838
1144,ECOLI:EG11166,ygiD,-,Protein,"(3181619, 3182434)",,,TU0-8755
1145,ECOLI:EG11167,zupT,+,Protein,"(3182550, 3183323)",ygiE,,TU0-8666
1146,ECOLI:EG11168,ttdA,+,Protein,"(3206463, 3207374)",ygjA,REG0-14286; Transcription-Factor-Binding,TU00368
1147,ECOLI:EG11169,ttdB,+,Protein,"(3207371, 3207976)",ygjB,,TU00368
1148,ECOLI:EG11171,tsaD,-,Protein,"(3209530, 3210543)",gcp; ygjD,,TU0-8571
1149,ECOLI:EG11172,tdcD,-,Protein,"(3262452, 3263660)",yhaA,,TU0-14551; TU00125
1150,ECOLI:EG11173,yhaB,+,Protein,"(3267854, 3268393)",,REG0-14767; Transcription-Factor-Binding,TU0-13871
1151,ECOLI:EG11174,yhaC,+,Protein,"(3268415, 3269602)",,,TU0-13871
1152,ECOLI:EG11175,garK,-,Protein,"(3270625, 3271770)",yhaD,,TU482
1153,ECOLI:EG11176,garR,-,Protein,"(3271867, 3272751)",yhaE,,TU0-42699; TU482
1154,ECOLI:EG11177,truB,-,Protein,"(3311833, 3312777)",yhbA,,TU0-6223; TU341
1155,ECOLI:EG11178,rbfA,-,Protein,"(3312777, 3313178)",sdr-43; yhbB,,TU0-6223; TU341
1156,ECOLI:EG11179,rimP,-,Protein,"(3317554, 3318006)",yhbC,REG0-14634; Transcription-Factor-Binding,TU00311; TU0-6223; TU341; TU00517
1157,ECOLI:EG11180,mscL,+,Protein,"(3438024, 3438434)",yhdC,REG0-16280; RNA-Mediated-Translation-Regulation; REG0-14582; Transcription-Factor-Binding,TU0-13909
1158,ECOLI:EG11181,bfd,-,Protein,"(3466797, 3466991)",yheA,REG0-14445; Transcription-Factor-Binding,TU0-13914
1159,ECOLI:EG11182,yhfA,-,Protein,"(3485414, 3485818)",,,TU00478
1160,ECOLI:EG11183,damX,-,Protein,"(3516020, 3517306)",yhfB,,TU874; TU873; TU872
1161,ECOLI:EG11184,yhhA,+,Protein,"(3586943, 3587383)",,REG0-15630; Transcription-Factor-Binding,TU0-8582
1162,ECOLI:EG11186,yiaA,-,Protein,"(3726924, 3727361)",,,TU0-13982
1163,ECOLI:EG11187,yibA,+,Protein,"(3766337, 3767179)",,,TU0-14555; TU0-13989
1164,ECOLI:EG11188,htrL,-,Protein,"(3792826, 3793683)",yibB,,TU0-14000
1165,ECOLI:EG11189,waaC,+,Protein,"(3795979, 3796938)",rfa-2; rfaC; yibC,,TU0-4183; TU0-4182; TU0-4181; TU00329
1166,ECOLI:EG11190,coaD,+,Protein,"(3809825, 3810304)",yicA; kdtB,,TU00293
1167,ECOLI:EG11191,slmA,+,Protein,"(3814494, 3815090)",yicB; ttk,,TU0-8321
1168,ECOLI:EG11192,yicC,+,Protein,"(3816676, 3817539)",,,TU0-14001
1169,ECOLI:EG11193,dinD,+,Protein,"(3817760, 3818584)",pcsA; yicD,,TU0-14002
1170,ECOLI:EG11194,xanP,+,Protein,"(3828945, 3830336)",yicE,,TU0-14005
1171,ECOLI:EG11195,yidA,-,Protein,"(3876140, 3876952)",,,TU0-14019
1172,ECOLI:EG11196,yidB,-,Protein,"(3877067, 3877465)",,,TU0-14020
1173,ECOLI:EG11197,yidC,+,Protein,"(3885076, 3886722)",,,
1174,ECOLI:EG11198,glmU,-,Protein,"(3913830, 3915200)",yieA,,TU00488; TU00280
1175,ECOLI:EG11199,mioC,-,Protein,"(3926012, 3926455)",yieB,,TU0-14263; TU0-14262; TU0-14030
1176,ECOLI:EG11201,yigA,+,Protein,"(3995583, 3996290)",,,TU0-14042
1177,ECOLI:EG11202,yigB,+,Protein,"(3997183, 3997899)",,,TU0-14042
1178,ECOLI:EG11203,yihA,-,Protein,"(4050133, 4050765)",engB,,TU0-8606
1179,ECOLI:EG11204,murI,+,Protein,"(4165428, 4166285)",yijA; dga; glr,,TU0-6281
1180,ECOLI:EG11205,murB,+,Protein,"(4172057, 4173085)",yijB,,TU0-14099
1181,ECOLI:EG11206,yjaA,+,Protein,"(4213234, 4213617)",,,TU0-14105
1182,ECOLI:EG11207,yjaB,-,Protein,"(4213680, 4214123)",,,TU0-5062
1183,ECOLI:EG11208,arpA,-,Protein,"(4220301, 4222487)",arp; yjaC,,TU0-14106
1184,ECOLI:EG11209,psiE,+,Protein,"(4240325, 4240735)",yjbA,,TU0-2021
1185,ECOLI:EG11210,rdcA,+,Protein,"(4327135, 4329363)",yjdA; crfC,REG0-15948; Transcription-Factor-Binding; REG0-15428; Transcription-Factor-Binding,TU0-14801; TU0-14133
1186,ECOLI:EG11211,epmA,+,Protein,"(4382643, 4383620)",genX; poxA; yjeA,,TU0-14146
1187,ECOLI:EG11212,nsrR,+,Protein,"(4406190, 4406615)",yjeB,,TU0-8502
1188,ECOLI:EG11214,yjjA,-,Protein,"(4599695, 4600189)",,,TU0-8867; TU00261
1189,ECOLI:EG11215,yjjB,-,Protein,"(4601624, 4602097)",,,TU0-8869; TU0-8867
1190,ECOLI:EG11217,creA,+,Protein,"(4635521, 4635994)",yjjD,REG0-15427; Transcription-Factor-Binding,TU0-14475; TU00253
1191,ECOLI:EG11218,creB,+,Protein,"(4636007, 4636696)",yjjE; ORF2,,TU0-14475; TU00253
1192,ECOLI:EG11219,ydcA,+,Protein,"(1491677, 1491850)",,,TU0-13254
1193,ECOLI:EG11221,zwf,-,Protein,"(1934839, 1936314)",,,TU00209
1194,ECOLI:EG11222,alkA,-,Protein,"(2146692, 2147540)",aidA,,TU0-45243; TU00002
1195,ECOLI:EG11223,argH,+,Protein,"(4156850, 4158223)",,,TU0-42684; TU00004
1196,ECOLI:EG11224,fliO,+,Protein,"(2021504, 2021869)",flbD,,TU0-1441; TU00276
1197,ECOLI:EG11225,dcuA,-,Protein,"(4365472, 4366773)",genA,REG0-14045; Transcription-Factor-Binding; REG0-14044; Transcription-Factor-Binding,TU0-6021; TU621
1198,ECOLI:EG11226,leuA,-,Protein,"(81958, 83529)",,REG0-15495; Transcription-Factor-Binding; REG0-15494; Transcription-Factor-Binding,TU0-42478; TU00179
1199,ECOLI:EG11227,fdnG,+,Protein,"(1547401, 1550448)",,REG0-16174; Transcription-Factor-Binding; REG0-14336; Transcription-Factor-Binding,TU00157
1200,ECOLI:EG11228,fdnH,+,Protein,"(1550461, 1551345)",,,TU00157
1201,ECOLI:EG11229,fdnI,+,Protein,"(1551338, 1551991)",,,TU00157
1202,ECOLI:EG11230,melR,-,Protein,"(4340720, 4341628)",,,TU00040
1203,ECOLI:EG11231,rpmI,-,Protein,"(1799802, 1799999)",,,TU0-14257; TU0-3305; TU0-14255
1204,ECOLI:EG11232,rpmJ,-,Protein,"(3442618, 3442734)",secX,,TU00337
1205,ECOLI:EG11233,rstB,+,Protein,"(1682882, 1684183)",uspT,,TU0-7784
1206,ECOLI:EG11234,ydiB,+,Protein,"(1773789, 1774655)",,REG0-14725; Transcription-Factor-Binding,TU0-13373
1207,ECOLI:EG11235,rhlE,+,Protein,"(830872, 832236)",,,TU0-8500
1208,ECOLI:EG11236,pdeL,+,Protein,"(332371, 333459)",yahA,REG0-15817; Transcription-Factor-Binding; REG0-14695; Transcription-Factor-Binding,TU0-45142; TU0-14408; TU0-12889
1209,ECOLI:EG11237,chiA,-,Protein,"(3467160, 3469853)",yheB,,TU0-3141
1210,ECOLI:EG11238,ybhB,-,Protein,"(807433, 807909)",,,TU0-13046
1211,ECOLI:EG11239,ybhA,-,Protein,"(797613, 798431)",,,TU0-8564
1212,ECOLI:EG11241,ycaC,-,Protein,"(944931, 945557)",,,TU-8382
1213,ECOLI:EG11242,ycaD,+,Protein,"(945871, 947019)",,,TU0-13081
1214,ECOLI:EG11244,yggE,-,Protein,"(3067340, 3068080)",,,TU0-8203; TU0-8202
1215,ECOLI:EG11245,yggF,-,Protein,"(3075217, 3076182)",yggK,,TU0-13801
1216,ECOLI:EG11246,uspE,-,Protein,"(1397672, 1398622)",ydaA,REG0-14403; Transcription-Factor-Binding,TU0-13221
1217,ECOLI:EG11247,rlmD,-,Protein,"(2913699, 2915000)",ygcA; rumA,,TU0-13735
1218,ECOLI:EG11249,mazF,-,Protein,"(2910756, 2911091)",chpAK; chpA,,TU0-198694; TU0-14269; TU523; TU522; TU521
1219,ECOLI:EG11250,chpS,+,Protein,"(4448447, 4448698)",chpBI; yjfB,REG0-14463; Transcription-Factor-Binding,TU0-1261; TU00250
1220,ECOLI:EG11251,ychA,+,Protein,"(1267320, 1268129)",sirB1,REG0-14713; Transcription-Factor-Binding,TU305
1221,ECOLI:EG11252,mukE,+,Protein,"(975622, 976326)",kicA; ycbA,REG0-13689; Transcription-Factor-Binding,TU261
1222,ECOLI:EG11253,ldtD,+,Protein,"(981047, 982894)",ycbB,REG0-16262; Protein-Mediated-Translation-Regulation,TU0-13090
1223,ECOLI:EG11254,rlmH,-,Protein,"(668248, 668715)",ybeA,,TU0-13009
1224,ECOLI:EG11255,rsfS,-,Protein,"(668719, 669036)",ybeB; rsfA,,TU0-13009
1225,ECOLI:EG11256,iraP,+,Protein,"(401386, 401646)",yaiB,REG0-16009; Transcription-Factor-Binding; REG0-15663; Transcription-Factor-Binding; REG0-15489; Transcription-Factor-Binding; REG0-14544; Transcription-Factor-Binding,TU0-14613; TU0-12913
1226,ECOLI:EG11257,dgcC,+,Protein,"(403703, 404818)",yaiC; adrA,,TU0-8872
1227,ECOLI:EG11258,focA,-,Protein,"(953609, 954466)",ycaE,REG0-16185; Transcription-Factor-Binding; REG0-14342; Transcription-Factor-Binding; REG0-14341; Transcription-Factor-Binding; REG0-14340; Transcription-Factor-Binding; REG0-14339; Transcription-Factor-Binding; REG0-14338; Transcription-Factor-Binding; REG0-14055; Transcription-Factor-Binding; REG0-14054; Transcription-Factor-Binding; REG0-14053; Transcription-Factor-Binding,TU00379; TU00378; TU00377
1228,ECOLI:EG11259,rnr,+,Protein,"(4406654, 4409095)",vacB; yjeC,REG0-15551; Transcription-Factor-Binding; REG0-15550; Transcription-Factor-Binding,TU0-8502
1229,ECOLI:EG11260,yifB,-,Protein,"(3948449, 3949969)",,REG0-14778; Transcription-Factor-Binding,TU0-8602
1230,ECOLI:EG11261,nfsA,+,Protein,"(891184, 891906)",mda18; mdaA; ybjB,REG0-12600; RNA-Mediated-Translation-Regulation,TU0-2101
1231,ECOLI:EG11262,tsgA,+,Protein,"(3492568, 3493749)",yhfH; gutS; yhfC,REG0-14234; Transcription-Factor-Binding,TU0-13922
1232,ECOLI:EG11263,gspB,-,Protein,"(3453508, 3453927)",pioO; pinO,,TU0-14377; TU0-14376; TU0-14375; TU-8433
1233,ECOLI:EG11265,cmk,+,Protein,"(961201, 961884)",ycaF; mssA; ycaG,,TU361
1234,ECOLI:EG11266,waaH,-,Protein,"(3789047, 3790081)",yibD,,TU0-42498; TU0-13999
1235,ECOLI:EG11267,yiaB,-,Protein,"(3727407, 3727748)",,,TU0-13983
1236,ECOLI:EG11268,fmt,+,Protein,"(3434214, 3435161)",ftm; yhdD,,TU00258
1237,ECOLI:EG11269,hisL,+,Protein,"(2089996, 2090046)",,REG0-13686; Transcription-Factor-Binding,TU0-42511; TU00285
1238,ECOLI:EG11270,ilvL,+,Protein,"(3950322, 3950420)",,REG0-15936; RNA-Mediated-Translation-Regulation; REG0-15484; Transcription-Factor-Binding; REG0-14540; Transcription-Factor-Binding,TU0-42517; TU0-42516; TU525; TU524
1239,ECOLI:EG11271,pheL,+,Protein,"(2737599, 2737646)",pheAE,,TU0-6653
1240,ECOLI:EG11272,pheM,-,Protein,"(1799226, 1799270)",phtL,,TU0-14257; TU0-8856; TU0-8855; TU0-6626
1241,ECOLI:EG11274,trpL,-,Protein,"(1323038, 1323082)",trpEE,,TU0-42510; TU00067
1242,ECOLI:EG11275,ivbL,-,Protein,"(3852890, 3852988)",,REG0-15939; RNA-Mediated-Translation-Regulation,TU0-42513; TU0-14764; TU00032
1243,ECOLI:EG11276,tnaC,+,Protein,"(3888435, 3888509)",tnaL,REG0-14666; Transcription-Factor-Binding,TU0-42514; TU00085
1244,ECOLI:EG11277,thrL,+,Protein,"(190, 255)",,REG0-14399; Transcription-Factor-Binding,TU0-42486; TU00178
1245,ECOLI:EG11279,pyrL,-,Protein,"(4472399, 4472533)",pyrE-; pyrE-LP,REG0-14628; Transcription-Factor-Binding; REG0-13693; Transcription-Factor-Binding,TU00484; TU00485
1246,ECOLI:EG11280,leuL,-,Protein,"(83622, 83708)",leuLP; leulL; leulLP; leuIP,REG0-15496; Transcription-Factor-Binding; REG0-14552; Transcription-Factor-Binding,TU0-42508; TU0-42478; TU00179
1247,ECOLI:EG11281,mutL,+,Protein,"(4397412, 4399259)",,,TU0-14759; TU0-14562; TU0-14561; TU802; TU801; TU00236
1248,ECOLI:EG11282,hyfB,+,Protein,"(2601818, 2603836)",yffF,,TU686
1249,ECOLI:EG11284,fabZ,+,Protein,"(202101, 202556)",sfhC21; sabA1; sefA; yaeA,,TU0-8373; TU0-4146; TU00267
1250,ECOLI:EG11285,glrR,-,Protein,"(2687469, 2688803)",yfhA; qseF,,TU0-36399; TU0-14321
1251,ECOLI:EG11286,argE,-,Protein,"(4153696, 4154847)",,,TU0-6886; TU00226
1252,ECOLI:EG11287,ygbA,-,Protein,"(2856453, 2856806)",,,TU-8443
1253,ECOLI:EG11288,mak,+,Protein,"(410144, 411052)",yajF,,TU0-8828
1254,ECOLI:EG11289,preA,+,Protein,"(2235265, 2236500)",yeiA,,TU0-13538
1255,ECOLI:EG11290,yeiB,-,Protein,"(2241810, 2242967)",,,TU0-13539
1256,ECOLI:EG11291,loiP,+,Protein,"(3081913, 3082671)",yggG,,TU0-14235
1257,ECOLI:EG11292,yghA,+,Protein,"(3149662, 3150546)",,,TU0-14232
1258,ECOLI:EG11293,lolB,-,Protein,"(1262877, 1263500)",hemM; ychC,,TU0-8323
1259,ECOLI:EG11294,ispE,-,Protein,"(1262026, 1262877)",ipk; ychB,,TU0-8323
1260,ECOLI:EG11295,wzzE,+,Protein,"(3969031, 3970077)",wzz; yifC,REG0-14685; Transcription-Factor-Binding,TU0-14039
1261,ECOLI:EG11296,radA,+,Protein,"(4625912, 4627294)",sms,,TU0-14225; TU0-6514
1262,ECOLI:EG11297,dsbA,+,Protein,"(4043418, 4044044)",dsf; iarA; ppfA,REG0-14488; Transcription-Factor-Binding,TU0-1062; TU0-1061
1263,ECOLI:EG11298,yhdE,-,Protein,"(3397785, 3398378)",,,
1264,ECOLI:EG11299,rng,-,Protein,"(3396326, 3397795)",adhR; cafA; yhdF,,
1265,ECOLI:EG11300,ydfA,+,Protein,"(1648508, 1648663)",,,TU0-13329
1266,ECOLI:EG11301,ydfB,+,Protein,"(1648665, 1648793)",,,TU0-13329
1267,ECOLI:EG11302,ydfC,+,Protein,"(1648823, 1649041)",,,TU0-13329
1268,ECOLI:EG11303,ydfD,+,Protein,"(1649794, 1649985)",,,TU0-13331
1269,ECOLI:EG11305,tatE,+,Protein,"(658947, 659150)",ybeC,,TU0-13003
1270,ECOLI:EG11306,lipA,-,Protein,"(659251, 660216)",lip,REG0-15499; Transcription-Factor-Binding,TU0-13004
1271,ECOLI:EG11309,pdxI,+,Protein,"(1474221, 1475081)",ydbC,,TU0-13248
1272,ECOLI:EG11310,ydbD,+,Protein,"(1475144, 1477450)",,,TU0-13249
1273,ECOLI:EG11311,dusB,+,Protein,"(3410280, 3411245)",yhdG,,TU00021
1274,ECOLI:EG11312,yicR,-,Protein,"(3811891, 3812559)",radC,,TU0-5601; TU0-5522
1275,ECOLI:EG11313,rhaT,-,Protein,"(4099491, 4100525)",,,TU00208
1276,ECOLI:EG11314,purB,-,Protein,"(1190616, 1191986)",ade(h); ade,,TU00054
1277,ECOLI:EG11315,yhdH,+,Protein,"(3403484, 3404458)",acuI,,TU0-8578
1278,ECOLI:EG11316,malS,+,Protein,"(3737497, 3739527)",,,TU00137
1279,ECOLI:EG11317,fabD,+,Protein,"(1149728, 1150657)",tfpA,,TU0-5; TU0-1; TU442; TU00266
1280,ECOLI:EG11318,fabG,+,Protein,"(1150670, 1151404)",,,TU0-5; TU0-1; TU443; TU442; TU00266
1281,ECOLI:EG11319,galU,+,Protein,"(1291457, 1292365)",ychD,,TU0-7441
1282,ECOLI:EG11320,nrdR,+,Protein,"(433002, 433451)",ybaD,,TU0-12921
1283,ECOLI:EG11321,ribD,+,Protein,"(433455, 434558)",nusII; ribG; ybaE,,TU0-12921
1284,ECOLI:EG11322,ribE,+,Protein,"(434647, 435117)",nusIII; ribH; ybaF,REG0-15547; Transcription-Factor-Binding,TU0-14466; TU0-12921
1285,ECOLI:EG11323,ygfB,-,Protein,"(3054866, 3055444)",,,TU0-13792
1286,ECOLI:EG11324,ubiH,-,Protein,"(3052340, 3053518)",acd; visB,,TU0-13792
1287,ECOLI:EG11325,acnA,+,Protein,"(1335831, 1338506)",acn,,TU0-45169; TU0-14625; TU795; TU794
1288,ECOLI:EG11326,codA,+,Protein,"(356171, 357454)",,,TU00197
1289,ECOLI:EG11327,codB,+,Protein,"(354922, 356181)",,,TU00197
1290,ECOLI:EG11328,fdx,-,Protein,"(2656748, 2657083)",,,TU00423
1291,ECOLI:EG11329,gabD,+,Protein,"(2791273, 2792721)",,,TU0-45238; TU0-4823; TU0-4001; TU0-1921
1292,ECOLI:EG11330,gabP,+,Protein,"(2794253, 2795653)",,,TU0-45238; TU0-4823; TU0-4001; TU0-1921
1293,ECOLI:EG11331,ribA,-,Protein,"(1338570, 1339160)",,,TU0-1742; TU0-1741
1294,ECOLI:EG11332,upp,-,Protein,"(2620246, 2620872)",uraP,REG0-15579; Transcription-Factor-Binding,TU00439
1295,ECOLI:EG11333,ubiI,-,Protein,"(3051115, 3052317)",visC,,TU0-13792
1296,ECOLI:EG11334,ligB,-,Protein,"(3819488, 3821170)",yicF,,TU0-8847
1297,ECOLI:EG11335,nadR,+,Protein,"(4627315, 4628547)",nadI,,TU0-14225
1298,ECOLI:EG11336,endA,+,Protein,"(3090347, 3091054)",,,TU00453; TU00452
1299,ECOLI:EG11337,lysP,-,Protein,"(2247063, 2248532)",cadR,REG0-15504; Transcription-Factor-Binding; REG0-14561; Transcription-Factor-Binding,TU0-6404
1300,ECOLI:EG11338,msyB,-,Protein,"(1113807, 1114181)",,,TU0-8150
1301,ECOLI:EG11339,waaG,-,Protein,"(3805943, 3807067)",rfaG,REG0-14678; Transcription-Factor-Binding,TU0-7162; TU0-7161
1302,ECOLI:EG11340,waaP,-,Protein,"(3805153, 3805950)",rfaP,REG0-16143; Transcription-Factor-Binding,TU0-7162; TU0-7161
1303,ECOLI:EG11341,waaQ,-,Protein,"(3807064, 3808098)",rfaQ,,TU0-7162; TU0-7161
1304,ECOLI:EG11342,ychE,+,Protein,"(1298598, 1299245)",,REG0-15605; Transcription-Factor-Binding,TU0-13185
1305,ECOLI:EG11343,mdtG,-,Protein,"(1114264, 1115490)",yceE,,TU0-13125
1306,ECOLI:EG11344,mnmA,-,Protein,"(1192667, 1193773)",asuE; ycfB; trmU,REG0-15509; Transcription-Factor-Binding,TU0-14364
1307,ECOLI:EG11345,hflD,-,Protein,"(1191990, 1192631)",hslZ; ycfC,,TU00054
1308,ECOLI:EG11346,fliE,-,Protein,"(2012700, 2013014)",fla; flaAI; flaN,REG0-16300; Transcription-Factor-Binding,TU-8408; TU0-8340
1309,ECOLI:EG11347,fliF,+,Protein,"(2013229, 2014887)",flaAII.1; flaBI,REG0-16301; Transcription-Factor-Binding,TU-8411; TU00275
1310,ECOLI:EG11350,waaS,-,Protein,"(3804181, 3805116)",rfaS,,TU0-7162; TU0-7161
1311,ECOLI:EG11351,waaB,-,Protein,"(3803058, 3804137)",lps; syn; rfaB,,TU0-7162; TU0-7161
1312,ECOLI:EG11352,waaO,-,Protein,"(3802039, 3803058)",waaI; rfaI,,TU0-7162; TU0-7161
1313,ECOLI:EG11353,waaJ,-,Protein,"(3800983, 3801999)",rfaJ; waaR,,TU0-7162; TU0-7161
1314,ECOLI:EG11354,emrA,+,Protein,"(2811427, 2812599)",,,TU00459
1315,ECOLI:EG11355,fliA,-,Protein,"(2001070, 2001789)",rpoF; flaD,REG0-15858; Transcription-Factor-Binding; REG0-15453; Transcription-Factor-Binding; REG0-15452; Transcription-Factor-Binding,TU00471; TU00415
1316,ECOLI:EG11356,fliZ,-,Protein,"(2000473, 2001024)",yedH,,TU00471; TU00415
1317,ECOLI:EG11357,dinG,+,Protein,"(833070, 835220)",rarB,,TU0-6301
